date,train_id,station_seq,station_id,station_name,cum_distance_km,distance_to_next_km,hour_of_day,day_of_week,current_delay_min,dwell_time_min,sched_section_min,actual_section_min,congestion_level,is_rain,is_fog,temperature_c,visibility_km,avg_speed_kmph,train_congestion_sensitivity,train_recovery_rate
2026-07-25,12003,1,S02,Mathura,147,137.0,4,5,9.12,4.04,114.71,122.88,0.082,1,0,28.4,5.06,71.7,1.029,0.251
2026-06-06,12018,3,S04,Gwalior,343,151.0,3,6,12.02,4.48,123.95,127.15,0.044,1,0,21.3,6.77,73.1,0.562,0.325
2026-07-19,12009,6,S07,Itarsi,675,147.0,2,0,10.8,7.49,107.18,112.03,0.084,0,0,28.4,7.37,82.3,0.637,0.363
2026-06-05,12009,9,S10,Sambalpur,1107,132.0,8,5,14.37,5.51,96.24,97.55,0.512,0,0,26.3,9.67,82.3,0.637,0.363
2026-07-30,12019,9,S10,Sambalpur,1107,132.0,18,4,4.34,6.85,132.9,134.34,0.922,0,0,31.3,7.99,59.6,0.728,0.472
2026-07-05,12018,10,S11,Cuttack,1239,161.0,16,0,23.12,4.47,132.16,144.97,0.391,1,0,35.8,,73.1,0.562,0.325
2026-07-05,12018,5,S06,Bhopal,610,65.0,7,0,9.12,6.45,53.35,55.55,0.765,0,0,27.0,3.27,73.1,0.562,0.325
2026-07-22,12002,3,S04,Gwalior,343,151.0,4,3,8.41,4.13,176.69,171.2,0.153,1,0,22.0,5.56,51.3,1.242,0.26
2026-06-07,12015,4,S05,Jhansi,494,116.0,20,6,29.33,4.25,108.34,106.62,0.725,0,0,25.5,4.1,64.2,0.429,0.209
2026-06-22,12023,0,S01,Delhi,0,147.0,0,0,14.79,0.0,114.47,129.26,0.294,1,0,32.9,4.76,77.1,1.497,0.28
2026-07-21,12012,6,S07,Itarsi,675,147.0,23,1,33.31,6.54,118.71,131.25,0.223,1,0,23.2,4.1,74.3,0.414,0.311
2026-07-04,12016,3,S04,Gwalior,343,151.0,14,5,23.5,11.1,136.46,147.0,0.278,1,0,38.0,3.87,66.4,1.025,0.362
2026-06-19,12018,4,S05,Jhansi,494,116.0,5,5,-1.06,4.6,95.22,96.32,0.286,0,0,25.7,,73.1,0.562,0.325
2026-06-06,12023,2,S03,Agra,284,59.0,3,5,8.7,3.9,45.94,45.45,0.132,1,0,32.8,5.33,77.1,1.497,0.28
2026-07-14,12021,4,S05,Jhansi,494,116.0,7,2,23.14,10.29,104.16,111.11,0.696,0,0,18.7,4.61,66.8,0.623,0.273
2026-07-11,12024,10,S11,Cuttack,1239,161.0,7,6,21.49,3.51,142.86,148.19,0.644,0,0,37.4,8.92,67.6,0.587,0.243
2026-06-08,12020,11,S12,Bhubaneswar,1400,,13,1,9.43,0.0,,,0.269,0,0,25.4,5.38,55.3,0.308,0.353
2026-07-05,12004,10,S11,Cuttack,1239,161.0,6,0,26.02,7.32,211.86,209.95,0.007,0,0,22.4,4.11,45.6,0.319,0.269
2026-07-14,12009,3,S04,Gwalior,343,151.0,22,1,7.14,3.45,110.09,105.37,0.086,1,0,32.7,8.91,82.3,0.637,0.363
2026-06-26,12012,1,S02,Mathura,147,137.0,15,4,10.22,6.98,110.63,112.63,0.126,1,0,40.0,4.14,74.3,0.414,0.311
2026-07-25,12008,8,S09,Raipur,988,119.0,8,6,9.94,5.85,119.61,114.03,0.627,0,0,27.2,8.22,59.7,1.313,0.424
2026-07-24,12023,3,S04,Gwalior,343,151.0,4,4,5.0,4.52,117.58,110.33,0.21,0,0,27.7,3.63,77.1,1.497,0.28
2026-06-11,12023,9,S10,Sambalpur,1107,132.0,15,3,16.91,3.73,102.79,90.39,0.033,1,0,25.1,9.51,77.1,1.497,0.28
2026-07-18,12014,6,S07,Itarsi,675,147.0,11,5,21.3,7.95,99.41,106.49,0.587,1,0,25.9,3.32,88.7,0.607,0.212
2026-07-28,12022,8,S09,Raipur,988,119.0,18,2,19.7,5.84,130.19,141.93,0.999,0,0,24.3,3.89,54.8,0.605,0.274
2026-07-13,12006,7,S08,Nagpur,822,166.0,1,1,11.58,8.52,159.11,159.96,0.288,1,0,33.8,8.61,62.6,0.55,0.37
2026-06-04,12006,0,S01,Delhi,0,147.0,11,3,-2.14,0.0,140.9,138.76,,0,0,10.1,8.5,62.6,0.55,0.37
2026-06-03,12004,8,S09,Raipur,988,119.0,0,3,3.99,6.63,156.59,158.12,0.226,0,0,32.1,7.16,45.6,0.319,0.269
2026-06-01,12006,11,S12,Bhubaneswar,1400,,11,1,5.09,0.0,,,,0,0,25.8,5.61,62.6,0.55,0.37
2026-07-17,12005,2,S03,Agra,284,59.0,7,4,12.84,4.58,54.62,59.41,0.688,1,0,32.0,8.07,64.8,0.894,0.21
2026-07-24,12007,0,S01,Delhi,0,147.0,13,4,15.19,0.0,106.39,121.57,0.232,1,0,15.7,3.07,82.9,0.774,0.478
2026-07-02,12023,1,S02,Mathura,147,137.0,2,3,13.57,3.39,106.68,111.76,0.127,0,0,41.7,4.48,77.1,1.497,0.28
2026-07-23,12009,8,S09,Raipur,988,119.0,6,4,5.67,4.35,86.76,82.99,0.265,0,0,30.6,5.51,82.3,0.637,0.363
2026-06-25,12004,11,S12,Bhubaneswar,1400,,10,4,31.98,0.0,,,0.596,0,0,28.3,4.63,45.6,0.319,0.269
2026-07-30,12024,11,S12,Bhubaneswar,1400,,10,4,32.61,0.0,,,0.529,1,0,31.6,3.44,67.6,0.587,0.243
2026-07-23,12000,1,S02,Mathura,147,137.0,9,3,22.83,6.27,114.09,127.09,0.996,1,0,33.1,3.27,72.1,0.518,0.255
2026-07-26,12015,5,S06,Bhopal,610,65.0,22,6,18.09,2.89,60.71,53.28,0.176,1,0,34.7,7.6,64.2,0.429,0.209
2026-06-28,12013,9,S10,Sambalpur,1107,132.0,1,0,13.89,7.92,101.76,101.5,0.162,0,0,30.6,3.28,77.8,1.365,0.342
2026-07-22,12024,1,S02,Mathura,147,137.0,14,2,6.85,5.22,121.56,128.91,0.269,1,0,36.6,3.49,67.6,0.587,0.243
2026-07-24,12012,6,S07,Itarsi,675,147.0,23,4,4.42,11.34,118.71,111.99,0.22,0,0,28.2,4.27,74.3,0.414,0.311
2026-06-24,12024,11,S12,Bhubaneswar,1400,,9,3,23.29,0.0,,,0.559,0,0,27.4,4.72,67.6,0.587,0.243
2026-07-04,12023,10,S11,Cuttack,1239,161.0,17,5,32.59,4.93,125.37,133.01,0.771,0,0,20.1,9.13,77.1,1.497,0.28
2026-07-05,12004,6,S07,Itarsi,675,147.0,17,6,19.46,7.53,193.43,209.33,0.854,1,0,31.6,6.31,45.6,0.319,0.269
2026-06-12,12013,9,S10,Sambalpur,1107,132.0,1,5,15.58,5.43,101.76,94.9,0.222,1,0,28.7,7.57,77.8,1.365,0.342
2026-07-21,12000,1,S02,Mathura,147,137.0,9,1,18.14,7.52,114.09,123.99,0.768,1,0,35.4,7.73,72.1,0.518,0.255
2026-06-01,12006,10,S11,Cuttack,1239,161.0,8,1,5.09,4.71,154.32,157.23,0.72,0,0,28.6,6.67,62.6,0.55,0.37
2026-06-15,12002,4,S05,Jhansi,494,116.0,7,1,23.85,4.62,135.73,137.74,0.649,0,0,22.0,8.45,51.3,1.242,0.26
2026-06-17,12022,7,S08,Nagpur,822,166.0,15,3,5.69,4.84,181.6,171.82,0.196,0,0,40.0,6.74,54.8,0.605,0.274
2026-07-05,12016,0,S01,Delhi,0,147.0,9,6,-3.22,0.0,132.85,129.63,0.537,0,0,30.8,6.91,66.4,1.025,0.362
2026-06-05,12008,0,S01,Delhi,0,147.0,14,4,10.77,0.0,147.75,158.52,,0,0,32.9,9.97,59.7,1.313,0.424
2026-06-26,12003,8,S09,Raipur,988,119.0,17,4,21.31,5.48,99.64,108.13,0.903,0,0,23.3,6.27,71.7,1.029,0.251
2026-06-27,12004,8,S09,Raipur,988,119.0,0,6,27.4,6.87,156.59,147.52,0.276,1,0,33.8,9.05,45.6,0.319,0.269
2026-07-28,12023,0,S01,Delhi,0,147.0,0,1,17.91,0.0,114.47,132.38,0.203,1,0,27.5,5.0,77.1,1.497,0.28
2026-07-04,12000,7,S08,Nagpur,822,166.0,19,5,34.8,5.33,138.24,166.38,0.932,1,0,34.3,9.93,72.1,0.518,0.255
2026-07-10,12020,5,S06,Bhopal,610,65.0,22,4,0.14,4.82,70.58,74.4,0.196,0,0,16.1,6.0,55.3,0.308,0.353
2026-06-19,12017,2,S03,Agra,284,59.0,15,4,20.3,3.15,64.02,60.19,,1,0,34.2,3.31,55.3,0.648,0.248
2026-07-20,12021,0,S01,Delhi,0,147.0,23,0,-1.14,0.0,132.0,130.86,0.041,0,0,29.2,8.32,66.8,0.623,0.273
2026-06-06,12006,4,S05,Jhansi,494,116.0,20,5,6.29,-6.09,111.19,96.76,0.594,0,0,35.7,8.82,62.6,0.55,0.37
2026-06-17,12021,7,S08,Nagpur,822,166.0,12,3,23.21,5.86,149.06,150.66,0.161,1,0,27.1,6.54,66.8,0.623,0.273
2026-06-08,12000,11,S12,Bhubaneswar,1400,,4,1,9.4,0.0,,,0.239,0,0,16.3,6.77,72.1,0.518,0.255
2026-07-02,12019,9,S10,Sambalpur,1107,132.0,18,4,22.46,9.02,132.9,147.22,0.712,1,0,21.4,6.68,59.6,0.728,0.472
2026-06-02,12022,9,S10,Sambalpur,1107,132.0,20,2,24.26,7.87,144.41,149.66,0.544,0,0,25.5,9.09,54.8,0.605,0.274
2026-07-08,12005,8,S09,Raipur,988,119.0,19,2,30.9,5.41,110.17,120.11,0.895,1,0,27.9,9.09,64.8,0.894,0.21
2026-06-02,12012,2,S03,Agra,284,59.0,17,1,8.12,10.49,47.65,46.67,0.836,1,0,37.0,5.42,74.3,0.414,0.311
2026-06-10,12020,6,S07,Itarsi,675,147.0,23,2,14.93,7.91,159.62,168.49,0.254,1,0,31.3,5.76,55.3,0.308,0.353
2026-07-19,12015,1,S02,Mathura,147,137.0,14,6,5.43,3.13,127.96,132.57,0.185,1,0,17.0,9.89,64.2,0.429,0.209
2026-07-30,12011,0,S01,Delhi,0,147.0,3,3,-2.39,0.0,107.96,105.57,0.283,0,0,38.0,3.68,81.7,1.175,0.431
2026-07-26,12009,7,S08,Nagpur,822,166.0,4,0,16.36,4.36,121.03,135.09,0.244,1,0,35.7,5.13,82.3,0.637,0.363
2026-07-02,12018,5,S06,Bhopal,610,65.0,7,4,9.95,5.72,53.35,56.11,0.935,0,0,24.2,9.95,73.1,0.562,0.325
2026-07-01,12019,4,S05,UNKNOWN,494,116.0,8,3,8.41,5.7,116.79,123.97,0.667,0,0,23.7,8.8,59.6,0.728,0.472
2026-07-26,12021,9,S10,Sambalpur,1107,132.0,16,0,21.71,5.97,118.53,125.76,0.239,0,0,16.4,9.42,66.8,0.623,0.273
2026-07-09,12007,7,S08,Nagpur,822,166.0,0,4,8.73,4.85,120.14,116.78,0.181,0,0,21.5,7.61,82.9,0.774,0.478
2026-06-10,12019,4,S05,???,494,116.0,8,3,34.25,4.54,116.79,118.8,0.553,1,0,33.9,8.71,59.6,0.728,0.472
2026-07-13,12008,8,S09,Raipur,988,119.0,8,1,26.94,5.39,119.61,124.22,0.772,1,0,28.5,6.68,59.7,1.313,0.424
2026-07-05,12008,10,S11,Cuttack,1239,161.0,12,0,20.72,6.24,161.82,160.09,0.017,1,0,32.0,6.61,59.7,1.313,0.424
2026-07-28,12016,3,S04,Gwalior,343,151.0,14,1,19.12,4.61,136.46,144.71,0.064,0,0,38.7,3.98,66.4,1.025,0.362
2026-07-11,12002,8,S09,Raipur,988,119.0,17,6,232.9895091084395,5.72,139.24,136.13,0.596,1,0,39.1,3.57,51.3,1.242,0.26
2026-06-10,12005,1,S02,Mathura,147,137.0,5,2,1.33,2.99,126.84,129.85,0.268,0,0,27.1,8.63,64.8,0.894,0.21
2026-07-11,12014,9,S10,Sambalpur,1107,132.0,16,5,-5.41,6.87,89.26,91.21,0.287,0,0,32.0,3.78,88.7,0.607,0.212
2026-07-03,12018,6,S07,Itarsi,675,147.0,8,5,10.38,6.14,120.66,124.86,0.867,0,0,32.5,6.96,73.1,0.562,0.325
2026-07-01,12006,10,S11,Cuttack,1239,161.0,8,3,10.72,7.11,154.32,158.03,0.827,0,0,24.7,7.69,62.6,0.55,0.37
2026-07-29,12024,2,S03,Agra,284,59.0,16,2,2.67,3.09,52.35,51.67,0.386,0,0,23.9,5.68,67.6,0.587,0.243
2026-07-17,12000,0,S01,Delhi,0,147.0,7,4,2.35,0.0,122.41,124.77,0.783,0,0,27.7,9.23,72.1,0.518,0.255
2026-07-21,12004,5,S06,Bhopal,610,65.0,15,1,8.9,10.83,85.53,89.71,0.259,1,0,28.0,8.57,45.6,0.319,0.269
2026-07-23,12015,11,S12,Bhubaneswar,1400,,11,4,14.64,0.0,,,0.525,0,0,32.2,8.69,64.2,0.429,0.209
2026-06-22,12007,11,S12,Bhubaneswar,1400,,7,1,3.43,0.0,,,0.832,0,0,31.3,9.4,82.9,0.774,0.478
2026-06-29,12006,2,S03,Agra,284,59.0,16,0,4.92,4.32,56.55,59.07,0.298,1,0,23.4,4.43,62.6,0.55,0.37
2026-07-28,12007,4,S05,Jhansi,494,116.0,20,1,23.77,7.09,83.95,86.02,0.943,1,0,24.0,5.93,82.9,0.774,0.478
2026-06-16,12011,7,S08,Nagpur,822,166.0,14,1,1.85,6.85,121.92,116.3,0.241,0,0,21.4,3.51,81.7,1.175,0.431
2026-07-23,12009,4,S05,Jhansi,494,116.0,0,4,4.82,10.68,84.58,81.15,0.18,0,0,43.3,7.06,82.3,0.637,0.363
2026-07-27,12002,9,S10,Sambalpur,1107,132.0,20,1,45.35,4.35,154.45,151.09,0.517,0,0,25.8,7.74,51.3,1.242,0.26
2026-07-25,12017,11,S12,Bhubaneswar,1400,,12,6,39.07,0.0,,,0.078,0,0,27.8,4.24,55.3,0.648,0.248
2026-06-14,12009,5,S06,Bhopal,610,65.0,1,0,10.36,5.77,47.39,47.61,0.096,0,0,29.1,8.26,82.3,0.637,0.363
2026-06-19,12014,0,S01,Delhi,0,147.0,3,4,-5.47,0.0,99.41,93.94,0.244,0,0,28.6,8.5,88.7,0.607,0.212
2026-07-08,12003,6,S07,Itarsi,675,147.0,12,2,25.15,2.96,123.08,134.12,0.173,1,0,25.2,3.55,71.7,1.029,0.251
2026-07-30,12005,3,S04,Gwalior,343,151.0,8,3,24.68,2.66,139.8,158.63,0.554,1,0,33.3,7.19,64.8,0.894,0.21
2026-06-05,12023,3,S04,Gwalior,343,151.0,4,4,12.73,2.92,117.58,128.45,0.041,1,0,29.5,3.57,77.1,1.497,0.28
2026-07-24,12007,9,S10,Sambalpur,1107,132.0,3,5,3.26,4.43,95.53,93.66,0.106,1,0,26.3,7.16,82.9,0.774,0.478
2026-07-09,12005,8,S09,Raipur,988,119.0,19,3,22.91,4.4,110.17,115.5,0.532,1,0,38.0,7.04,64.8,0.894,0.21
2026-07-22,12011,6,S07,Itarsi,675,147.0,12,2,0.14,5.2,107.96,106.07,0.016,0,0,26.2,5.16,81.7,1.175,0.431
2026-07-12,12002,8,S09,Raipur,988,119.0,17,0,55.31,7.6,139.24,144.01,0.862,0,0,22.6,5.36,51.3,1.242,0.26
2026-07-06,12020,0,S01,Delhi,0,147.0,10,0,9.34,0.0,159.62,168.96,0.299,1,0,,7.7,55.3,0.308,0.353
2026-07-03,12009,1,S02,Mathura,147,137.0,19,4,12.12,4.96,99.89,101.58,0.745,1,0,32.8,4.86,82.3,0.637,0.363
2026-06-01,12008,10,S11,Cuttack,1239,161.0,12,1,15.11,5.38,161.82,151.21,0.125,0,0,25.8,8.38,59.7,1.313,0.424
2026-07-12,12017,7,S08,Nagpur,822,166.0,1,0,26.72,4.34,180.12,185.37,,1,0,32.1,7.09,55.3,0.648,0.248
2026-07-12,12022,7,S08,Nagpur,822,166.0,15,0,32.21,4.95,181.6,181.16,0.188,0,0,33.7,4.63,54.8,0.605,0.274
2026-06-18,12023,4,S05,Jhansi,494,116.0,6,3,16.14,6.9,90.33,90.63,0.192,1,0,22.7,9.34,77.1,1.497,0.28
2026-06-21,12015,10,S11,Cuttack,1239,161.0,8,0,29.18,3.67,150.38,163.02,,1,0,30.9,9.91,64.2,0.429,0.209
2026-07-10,12021,6,S07,Itarsi,675,147.0,10,5,26.1,5.38,132.0,143.39,0.226,1,0,22.5,6.25,66.8,0.623,0.273
2026-06-13,12001,6,S07,Itarsi,675,147.0,18,5,13.14,3.05,121.61,127.94,0.613,0,0,37.7,4.53,72.5,0.328,0.357
2026-06-07,12007,1,S02,Mathura,147,137.0,15,6,6.27,-4.15,99.15,98.74,0.022,1,0,27.2,7.82,82.9,0.774,0.478
2026-07-29,12019,6,S07,Itarsi,675,147.0,11,3,8.98,3.58,148.0,142.56,0.344,1,0,17.8,5.69,59.6,0.728,0.472
2026-07-27,12013,9,S10,Sambalpur,1107,132.0,1,1,26.71,4.79,101.76,107.1,0.095,1,0,30.3,3.54,77.8,1.365,0.342
2026-07-18,12010,10,S11,Cuttack,1239,161.0,16,6,30.87,4.05,165.6,166.73,0.273,0,0,31.0,4.46,58.3,0.774,0.288
2026-06-29,12019,4,S05,Jhansi,494,116.0,8,1,10.35,3.47,116.79,122.21,0.695,0,0,25.7,5.58,59.6,0.728,0.472
2026-07-25,12006,3,S04,Gwalior,343,151.0,17,5,8.07,5.57,144.73,142.45,0.722,0,0,28.9,3.55,62.6,0.55,0.37
2026-07-29,12019,1,S02,Mathura,147,137.0,1,3,13.07,3.05,137.93,147.76,0.16,1,0,29.8,5.69,59.6,0.728,0.472
2026-07-24,12004,1,S02,Mathura,147,137.0,4,4,-7.03,7.26,180.28,174.71,0.188,0,0,31.1,5.13,45.6,0.319,0.269
2026-07-05,12004,1,S02,Mathura,147,137.0,4,6,3.19,6.52,180.28,179.08,0.109,1,0,,5.78,45.6,0.319,0.269
2026-06-23,12009,6,S07,Itarsi,675,147.0,2,2,2.51,5.29,107.18,107.51,0.229,0,0,18.4,9.16,82.3,0.637,0.363
2026-06-12,12009,2,S03,Agra,284,59.0,21,4,15.64,4.58,43.02,38.66,0.42,0,0,20.1,3.02,82.3,0.637,0.363
2026-06-02,12010,9,S10,Sambalpur,1107,132.0,14,2,24.85,5.3,135.77,133.9,0.003,0,0,26.7,5.29,58.3,0.774,0.288
2026-07-19,12001,8,S09,Raipur,988,119.0,22,6,10.66,2.47,98.45,106.98,0.139,1,0,22.2,4.41,72.5,0.328,0.357
2026-07-07,12015,10,S11,Cuttack,1239,161.0,8,2,11.35,2.9,150.38,152.46,0.543,0,0,23.4,5.53,64.2,0.429,0.209
2026-07-11,12002,10,S11,Cuttack,1239,161.0,22,6,45.11,4.24,188.39,187.73,0.033,1,0,23.0,4.36,51.3,1.242,0.26
2026-07-16,12018,3,S04,Gwalior,343,151.0,3,4,14.46,3.33,123.95,125.86,0.05,0,0,29.6,8.7,73.1,0.562,0.325
2026-06-06,12023,4,S05,Jhansi,494,116.0,6,5,19.66,2.77,90.33,91.23,0.157,1,0,27.4,5.03,77.1,1.497,0.28
2026-06-22,12015,6,S07,Itarsi,675,147.0,23,0,12.19,4.78,137.3,142.58,0.156,1,0,27.9,9.36,64.2,0.429,0.209
2026-07-17,12005,8,S09,Raipur,988,119.0,19,4,40.37,3.51,110.17,118.33,,1,0,29.4,7.28,64.8,0.894,0.21
2026-07-07,12015,3,S04,Gwalior,343,151.0,17,1,17.24,6.21,141.04,149.99,0.793,0,0,29.0,8.51,64.2,0.429,0.209
2026-06-06,12007,5,S06,Bhopal,610,65.0,21,5,11.25,4.72,47.04,46.39,0.504,1,0,31.7,4.32,82.9,0.774,0.478
2026-07-09,12016,8,S09,Raipur,988,119.0,1,4,21.93,9.6,107.54,98.23,0.07,0,0,25.6,3.71,66.4,1.025,0.362
2026-07-08,12005,10,S11,Cuttack,1239,161.0,23,2,27.77,3.78,149.06,146.7,0.218,0,0,18.8,3.83,64.8,0.894,0.21
2026-06-19,12006,7,S08,Nagpur,822,166.0,1,5,4.54,3.77,159.11,159.37,0.094,0,0,25.8,5.39,62.6,0.55,0.37
2026-06-25,12018,11,S12,Bhubaneswar,1400,,19,4,33.09,0.0,,,0.511,0,0,26.0,7.28,73.1,0.562,0.325
2026-06-17,12004,11,S12,Bhubaneswar,1400,,9,3,21.08,0.0,,,0.96,1,0,21.4,9.42,45.6,0.319,0.269
2026-07-17,12024,9,S10,Sambalpur,1107,132.0,5,5,11.24,3.39,117.12,120.57,0.057,0,0,25.1,9.22,67.6,0.587,0.243
2026-07-19,12006,2,S03,Agra,284,59.0,16,6,0.18,4.91,56.55,54.28,0.214,0,0,28.8,5.06,62.6,0.55,0.37
2026-07-14,12012,7,S08,Nagpur,822,166.0,1,2,-1.15,5.76,134.05,123.19,0.013,0,0,29.6,,74.3,0.414,0.311
2026-07-24,12002,2,S03,Agra,284,59.0,2,5,13.23,3.46,69.04,71.87,0.086,1,0,23.1,7.41,51.3,1.242,0.26
2026-06-02,12002,11,S12,Bhubaneswar,1400,,2,3,58.75,0.0,,,0.187,0,0,34.4,4.75,51.3,1.242,0.26
2026-06-16,12016,9,S10,Sambalpur,1107,132.0,2,2,19.11,5.37,119.29,122.05,0.285,1,0,22.9,6.43,66.4,1.025,0.362
2026-07-17,12005,6,S07,Itarsi,675,147.0,14,4,28.87,3.82,136.1,140.33,0.142,1,0,25.5,3.8,64.8,0.894,0.21
2026-07-07,12007,11,S12,Bhubaneswar,1400,,7,2,16.13,-0.0,,,0.87,0,0,34.0,7.25,82.9,0.774,0.478
2026-07-16,12008,1,S02,Mathura,147,137.0,17,3,2.45,7.69,137.7,142.59,0.827,0,0,28.1,6.38,59.7,1.313,0.424
2026-06-25,12021,7,S08,Nagpur,822,166.0,12,4,22.6,6.3,149.06,154.86,0.076,1,0,,4.09,66.8,0.623,0.273
2026-07-11,12011,11,S12,Bhubaneswar,1400,,22,5,17.09,0.0,,,0.119,0,0,19.2,4.4,81.7,1.175,0.431
2026-07-07,12006,7,S08,Nagpur,822,166.0,1,2,-8.09,3.07,159.11,153.35,0.081,0,0,36.7,,62.6,0.55,0.37
2026-07-13,12023,4,S05,Jhansi,494,116.0,6,0,13.04,4.88,90.33,95.4,0.012,1,0,25.8,3.91,77.1,1.497,0.28
2026-07-04,12007,8,S09,Raipur,988,119.0,2,6,75.43391912905494,5.79,86.12,82.6,0.195,0,0,37.2,3.75,82.9,0.774,0.478
2026-06-19,12010,11,S12,Bhubaneswar,1400,,19,5,10.87,0.0,,,0.876,1,0,34.9,9.36,58.3,0.774,0.288
2026-06-03,12019,3,S04,Gwalior,343,151.0,5,3,14.51,4.22,152.02,163.92,0.188,1,0,38.3,9.07,59.6,0.728,0.472
2026-06-13,12018,5,S06,Bhopal,610,65.0,7,6,3.35,9.39,53.35,52.77,0.667,0,0,,9.84,73.1,0.562,0.325
2026-07-05,12015,4,S05,Jhansi,494,116.0,20,6,24.97,3.67,108.34,109.53,0.814,0,0,24.4,8.6,64.2,0.429,0.209
2026-06-12,12004,1,S02,Mathura,147,137.0,4,4,8.5,6.68,180.28,1474.4446864948757,0.03,1,0,29.1,4.02,45.6,0.319,0.269
2026-06-29,12013,5,S06,Bhopal,610,65.0,18,0,12.75,6.86,50.11,52.4,0.65,0,0,34.8,3.64,77.8,1.365,0.342
2026-06-02,12000,11,S12,Bhubaneswar,1400,,4,2,12.19,0.0,,,0.227,0,0,28.2,9.84,72.1,0.518,0.255
2026-07-26,12006,4,S05,UNKNOWN,494,116.0,20,6,15.9,6.28,111.19,110.43,0.602,0,0,35.4,6.86,62.6,0.55,0.37
2026-06-20,12007,7,S08,Nagpur,822,166.0,0,6,14.19,4.06,120.14,118.67,0.015,1,0,29.8,9.07,82.9,0.774,0.478
2026-07-30,12018,10,S11,Cuttack,1239,161.0,16,4,21.16,6.88,132.16,134.87,0.411,0,0,28.0,9.64,73.1,0.562,0.325
2026-06-26,12012,8,S09,Raipur,988,119.0,4,5,31.97,6.96,96.1,100.6,0.072,1,0,,6.82,74.3,0.414,0.311
2026-06-14,12022,7,S08,Nagpur,822,166.0,15,0,28.64,5.16,181.6,188.83,0.279,1,0,30.2,6.53,54.8,0.605,0.274
2026-06-24,12015,0,S01,Delhi,0,147.0,12,2,5.01,0.0,137.3,142.31,0.228,0,0,26.2,,64.2,0.429,0.209
2026-06-06,12011,7,S08,Nagpur,822,166.0,14,5,13.85,8.73,121.92,123.83,0.127,1,0,23.5,,81.7,1.175,0.431
2026-06-17,12012,11,S12,Bhubaneswar,1400,,9,3,15.37,0.0,,,0.782,1,0,29.3,9.0,74.3,0.414,0.311
2026-06-26,12001,5,S06,Bhopal,610,65.0,17,4,5.11,6.34,53.78,55.47,0.76,1,0,29.3,8.45,72.5,0.328,0.357
2026-07-21,12005,6,S07,Itarsi,675,147.0,14,1,7.91,3.4,136.1,134.65,0.008,0,0,21.1,9.21,64.8,0.894,0.21
2026-06-27,12017,1,S02,Mathura,147,137.0,12,5,21.91,3.72,148.65,162.64,0.184,1,0,30.7,5.14,55.3,0.648,0.248
2026-06-05,12001,8,S09,Raipur,988,119.0,22,4,3.77,4.79,98.45,91.57,0.097,0,0,34.6,8.88,72.5,0.328,0.357
2026-06-28,12006,2,S03,Agra,284,59.0,16,6,3.37,4.88,56.55,55.79,0.27,1,0,37.9,6.84,62.6,0.55,0.37
2026-06-19,12016,6,S07,Itarsi,675,147.0,20,4,21.12,7.04,132.85,137.23,0.69,0,0,28.4,9.61,66.4,1.025,0.362
2026-07-03,12021,11,S12,Bhubaneswar,1400,,21,5,30.27,0.0,,,0.476,0,0,32.0,3.88,66.8,0.623,0.273
2026-07-02,12005,7,S08,Nagpur,822,166.0,16,3,21.17,6.82,153.69,154.57,0.443,1,0,30.1,,64.8,0.894,0.21
2026-07-22,12008,8,S09,Raipur,988,119.0,8,3,26.24,6.61,119.61,124.8,0.585,1,0,22.2,,59.7,1.313,0.424
2026-06-20,12003,8,S09,Raipur,988,119.0,17,5,31.41,3.39,99.64,109.92,0.844,1,0,23.0,9.49,71.7,1.029,0.251
2026-07-30,12004,9,S10,Sambalpur,1107,132.0,2,4,3.85,6.72,173.7,173.6,0.136,0,0,34.9,8.4,45.6,0.319,0.269
2026-06-16,12020,4,S05,Jhansi,494,116.0,20,1,14.45,6.59,125.96,129.07,0.946,0,0,29.8,9.0,55.3,0.308,0.353
2026-06-02,12004,0,S01,Delhi,0,147.0,1,1,7.86,0.0,193.43,201.3,0.177,1,0,38.1,3.06,45.6,0.319,0.269
2026-07-08,12023,3,S04,Gwalior,343,151.0,4,2,23.02,3.55,117.58,128.18,0.145,1,0,29.6,5.97,77.1,1.497,0.28
2026-07-14,12017,7,S08,Nagpur,822,166.0,0,2,8.83,4.33,180.12,199.82,0.28,1,0,20.5,9.13,55.3,0.648,0.248
2026-06-13,12006,8,S09,Raipur,988,119.0,4,6,-1.62,2.97,114.06,112.8,0.178,0,0,7.0,4.41,62.6,0.55,0.37
2026-07-08,12017,8,S09,Raipur,988,119.0,4,3,23.62,3.57,129.12,122.08,0.191,0,0,31.7,3.57,55.3,0.648,0.248
2026-07-07,12012,2,S03,Agra,284,59.0,17,1,8.28,9.09,47.65,52.34,0.575,1,0,28.7,7.94,74.3,0.414,0.311
2026-06-23,12009,0,S01,Delhi,0,147.0,17,1,8.25,0.0,107.18,115.42,0.98,1,0,26.7,4.04,82.3,0.637,0.363
2026-07-07,12003,3,S04,Gwalior,343,151.0,7,1,21.99,3.55,126.43,139.75,0.966,0,0,19.8,6.33,71.7,1.029,0.251
2026-06-28,12023,9,S10,Sambalpur,1107,132.0,15,6,16.13,3.43,102.79,110.55,0.169,0,0,30.6,4.82,77.1,1.497,0.28
